ID,name,deadline,type,data_size_GB,RAM_requirement_GB,working_units
T1549,Alen,2022-05-29 00:00:00,CPU,70,8,1065
T1550,Hailey,2022-05-24 01:00:00,CPU,100,32,820
T1551,Julian,2022-05-27 20:00:00,GPU,145,128,1120
T1552,Savana,2022-05-18 03:00:00,CPU,105,32,590
T1553,Byron,2022-05-25 08:00:00,GPU,90,32,435
T1554,Dexter,2022-05-30 12:00:00,GPU,70,32,375
T1555,Sarah,2022-05-20 19:00:00,CPU,90,8,825
T1556,Aiden,2022-05-16 20:00:00,GPU,130,64,370
T1557,Camila,2022-05-15 21:00:00,GPU,95,8,1145
T1558,Deanna,2022-05-31 07:00:00,GPU,95,128,845
T1559,Darcy,2022-05-19 02:00:00,GPU,140,32,730
T1560,Alberta,2022-05-28 00:00:00,GPU,115,8,1155
T1561,Patrick,2022-05-21 12:00:00,GPU,80,128,910
T1562,Mary,2022-05-28 18:00:00,CPU,135,32,1160
T1563,Adele,2022-05-24 01:00:00,GPU,115,8,590
T1564,Arianna,2022-05-26 04:00:00,CPU,80,16,1055
T1565,Abigail,2022-05-30 14:00:00,GPU,50,8,355
T1566,Alfred,2022-05-31 04:00:00,GPU,130,64,490
T1567,Sophia,2022-05-26 16:00:00,GPU,75,128,1120
T1568,Alen,2022-05-31 07:00:00,GPU,60,16,1040
T1569,Stuart,2022-05-29 04:00:00,GPU,120,8,395
T1570,Nicholas,2022-05-17 13:00:00,GPU,150,8,465
T1571,Rafael,2022-05-24 05:00:00,GPU,140,128,1110
T1572,Jacob,2022-05-22 00:00:00,CPU,125,8,1050
T1573,Agata,2022-05-17 02:00:00,CPU,60,64,1220
T1574,Tess,2022-05-22 13:00:00,GPU,100,64,1020
T1575,Tess,2022-05-23 11:00:00,GPU,105,8,490
T1576,Alexia,2022-05-24 17:00:00,CPU,60,8,370
T1577,Chloe,2022-05-25 17:00:00,GPU,55,8,1215
T1578,Ryan,2022-05-15 12:00:00,CPU,90,128,615
T1579,Ashton,2022-05-18 18:00:00,GPU,95,32,265
T1580,Hailey,2022-05-23 17:00:00,GPU,100,16,1030
T1581,Kelvin,2022-05-29 19:00:00,CPU,135,16,680
T1582,Arthur,2022-05-31 20:00:00,GPU,130,64,445
T1583,Fenton,2022-05-21 11:00:00,CPU,85,64,900
T1584,Alfred,2022-05-26 14:00:00,CPU,60,16,575
T1585,Carlos,2022-05-20 18:00:00,CPU,145,8,1045
T1586,Edwin,2022-05-21 13:00:00,GPU,80,64,600
T1587,Elian,2022-05-30 03:00:00,GPU,130,8,670
T1588,Lucas,2022-05-19 06:00:00,CPU,75,64,490
T1589,Evelyn,2022-05-24 07:00:00,GPU,130,128,895
T1590,Julian,2022-05-16 11:00:00,CPU,100,128,735
T1591,Adele,2022-05-17 13:00:00,CPU,110,16,480
T1592,David,2022-05-21 10:00:00,CPU,125,128,950
T1593,Ashton,2022-05-16 04:00:00,CPU,130,32,1225
T1594,Albert,2022-05-28 01:00:00,GPU,120,32,300
T1595,Alexia,2022-05-28 05:00:00,CPU,85,128,1080
T1596,Fenton,2022-05-26 04:00:00,CPU,80,32,290
T1597,Richard,2022-05-25 19:00:00,GPU,55,32,735
T1598,Kellan,2022-05-24 02:00:00,GPU,140,64,400
T1599,Lydia,2022-05-16 14:00:00,CPU,145,32,305
T1600,Rafael,2022-05-31 22:00:00,CPU,135,8,970
T1601,Agata,2022-05-29 06:00:00,GPU,110,16,330
T1602,Elise,2022-05-22 10:00:00,GPU,60,8,560
T1603,Jacob,2022-05-29 07:00:00,GPU,110,64,660
T1604,Kellan,2022-05-25 14:00:00,GPU,100,32,945
T1605,Carlos,2022-05-18 09:00:00,GPU,120,64,540
T1606,Amanda,2022-05-28 12:00:00,GPU,85,16,560
T1607,Isabella,2022-05-15 06:00:00,GPU,90,64,930
T1608,James,2022-05-21 01:00:00,CPU,65,8,965
T1609,Penelope,2022-05-28 09:00:00,CPU,55,128,405
T1610,Sydney,2022-05-20 08:00:00,CPU,95,8,305
T1611,Elise,2022-05-29 04:00:00,GPU,105,128,710
T1612,Lydia,2022-05-16 12:00:00,GPU,115,32,595
T1613,Alissa,2022-05-26 00:00:00,CPU,50,8,990
T1614,Abraham,2022-05-18 03:00:00,CPU,115,128,640
T1615,John,2022-05-15 16:00:00,CPU,130,32,400
T1616,Sydney,2022-05-26 22:00:00,CPU,115,16,740
T1617,Mary,2022-05-19 20:00:00,GPU,50,32,495
T1618,Alissa,2022-05-21 21:00:00,GPU,130,8,1195
T1619,Kelsey,2022-05-16 12:00:00,CPU,120,8,955
T1620,Stuart,2022-05-29 00:00:00,GPU,85,64,665
T1621,Lucas,2022-05-21 02:00:00,GPU,75,128,445
T1622,Samantha,2022-05-23 11:00:00,CPU,50,128,965
T1623,Lucas,2022-05-25 07:00:00,CPU,55,8,695
T1624,Hailey,2022-05-31 13:00:00,CPU,95,64,680
T1625,Patrick,2022-05-20 08:00:00,CPU,90,128,830
T1626,Lydia,2022-05-18 19:00:00,GPU,75,64,315
T1627,Daryl,2022-05-22 13:00:00,GPU,130,128,670
T1628,Michael,2022-05-17 01:00:00,GPU,95,128,935
T1629,Edward,2022-05-16 02:00:00,CPU,100,64,780
T1630,Rafael,2022-05-23 17:00:00,CPU,110,32,370
T1631,Sienna,2022-05-18 10:00:00,CPU,95,128,530
T1632,Jenna,2022-05-22 13:00:00,CPU,50,16,565
T1633,Kellan,2022-05-29 23:00:00,GPU,120,128,1140
T1634,Paul,2022-05-31 23:00:00,GPU,130,64,1105
T1635,Oliver,2022-05-15 19:00:00,CPU,150,128,930
T1636,Eleanor,2022-05-24 04:00:00,CPU,70,8,850
T1637,Kristian,2022-05-19 02:00:00,CPU,135,16,865
T1638,Stuart,2022-05-17 19:00:00,CPU,60,64,310
T1639,Kellan,2022-05-17 19:00:00,GPU,85,64,405
T1640,James,2022-05-28 10:00:00,CPU,105,16,605
T1641,Nicholas,2022-05-26 07:00:00,GPU,125,64,830
T1642,Briony,2022-05-19 22:00:00,CPU,90,8,310
T1643,Maddie,2022-05-22 17:00:00,CPU,135,8,1180
T1644,Sam,2022-05-31 18:00:00,GPU,75,16,885
T1645,Florrie,2022-05-31 05:00:00,CPU,50,8,740
T1646,Sienna,2022-05-23 07:00:00,CPU,75,64,1125
T1647,Kelvin,2022-05-29 12:00:00,GPU,65,64,1215
T1648,Kellan,2022-05-17 17:00:00,GPU,50,32,440
T1649,Dexter,2022-05-31 22:00:00,CPU,100,64,905
T1650,Lydia,2022-05-26 12:00:00,CPU,150,8,310
T1651,Chester,2022-05-31 06:00:00,CPU,145,64,790
T1652,Elise,2022-05-18 19:00:00,GPU,95,16,680
T1653,Arthur,2022-05-23 19:00:00,CPU,90,64,450
T1654,Elian,2022-05-22 01:00:00,GPU,95,128,495
T1655,Alexia,2022-05-15 23:00:00,CPU,105,8,890
T1656,Adele,2022-05-24 09:00:00,GPU,70,128,1220
T1657,Oliver,2022-05-30 20:00:00,CPU,100,128,535
T1658,Briony,2022-05-21 06:00:00,CPU,90,128,515
T1659,Kelsey,2022-05-29 13:00:00,GPU,110,64,610
T1660,Jordan,2022-05-17 07:00:00,GPU,75,64,840
T1661,Ashton,2022-05-26 00:00:00,GPU,110,32,1040
T1662,Anna,2022-05-21 13:00:00,CPU,150,32,895
T1663,Penelope,2022-05-18 13:00:00,GPU,120,32,395
T1664,Marcus,2022-05-19 20:00:00,GPU,90,16,1030
T1665,Alford,2022-05-21 01:00:00,GPU,150,32,1150
T1666,Samantha,2022-05-19 03:00:00,GPU,55,128,1155
T1667,David,2022-05-19 17:00:00,CPU,80,8,600
T1668,Kelsey,2022-05-16 06:00:00,GPU,125,8,445
T1669,Rosie,2022-05-21 11:00:00,CPU,110,16,290
T1670,Sienna,2022-05-31 03:00:00,GPU,135,64,595
T1671,Stuart,2022-05-18 22:00:00,GPU,60,32,1240
T1672,Briony,2022-05-31 07:00:00,GPU,70,128,820
T1673,Henry,2022-05-28 23:00:00,GPU,95,128,370
T1674,Melanie,2022-05-27 07:00:00,GPU,70,32,460
T1675,Rafael,2022-05-22 21:00:00,CPU,95,8,950
T1676,Camila,2022-05-30 04:00:00,GPU,105,64,840
T1677,Connie,2022-05-15 10:00:00,GPU,150,128,710
T1678,Kelsey,2022-05-29 04:00:00,GPU,115,8,630
T1679,Tyler,2022-05-15 17:00:00,CPU,50,16,550
T1680,Marcus,2022-05-29 13:00:00,CPU,145,16,940
T1681,Alen,2022-05-22 05:00:00,CPU,110,32,990
T1682,David,2022-05-21 17:00:00,GPU,120,128,945
T1683,Robert,2022-05-21 04:00:00,CPU,105,128,785
T1684,Kate,2022-05-27 15:00:00,GPU,150,32,690
T1685,Paul,2022-05-19 02:00:00,CPU,75,128,1045
T1686,Eleanor,2022-05-16 18:00:00,GPU,80,64,960
T1687,Abigail,2022-05-30 09:00:00,CPU,115,64,775
T1688,Valeria,2022-05-15 23:00:00,CPU,105,32,405
T1689,Kellan,2022-05-20 20:00:00,CPU,125,16,735
T1690,Vivian,2022-05-30 00:00:00,CPU,140,64,1185
T1691,Eleanor,2022-05-29 01:00:00,CPU,50,16,1055
T1692,Michelle,2022-05-20 17:00:00,CPU,55,32,530
T1693,Michelle,2022-05-21 00:00:00,CPU,140,64,1200
T1694,Stuart,2022-05-16 21:00:00,GPU,60,32,480
T1695,Byron,2022-05-24 15:00:00,CPU,120,16,1165
T1696,Dexter,2022-05-15 18:00:00,GPU,95,128,615
T1697,Rubie,2022-05-25 06:00:00,GPU,140,32,550
T1698,Byron,2022-05-23 03:00:00,GPU,55,16,665
T1699,Samantha,2022-05-25 18:00:00,CPU,115,32,1250
T1700,Sydney,2022-05-16 21:00:00,GPU,130,32,965
T1701,Sydney,2022-05-26 23:00:00,GPU,140,16,920
T1702,Walter,2022-05-19 13:00:00,CPU,120,16,1160
T1703,Jacob,2022-05-17 14:00:00,GPU,125,8,520
T1704,Emma,2022-05-29 07:00:00,CPU,90,64,1030
T1705,Robert,2022-05-30 03:00:00,GPU,110,16,1205
T1706,Blake,2022-05-29 00:00:00,CPU,50,128,1070
T1707,James,2022-05-23 04:00:00,CPU,130,8,270
T1708,Sophia,2022-05-20 04:00:00,CPU,125,64,930
T1709,David,2022-05-16 20:00:00,CPU,85,32,390
T1710,Alfred,2022-05-29 21:00:00,GPU,135,128,880
T1711,Agata,2022-05-27 02:00:00,CPU,100,32,625
T1712,Kelsey,2022-05-16 15:00:00,CPU,85,128,600
T1713,Jordan,2022-05-28 00:00:00,GPU,125,128,290
T1714,Harold,2022-05-30 04:00:00,GPU,140,16,260
T1715,Mary,2022-05-31 18:00:00,CPU,120,32,725
T1716,Agata,2022-05-24 06:00:00,CPU,130,64,500
T1717,Nicole,2022-05-22 06:00:00,GPU,80,8,585
T1718,Carlos,2022-05-28 15:00:00,CPU,105,16,935
T1719,Garry,2022-05-24 23:00:00,CPU,70,32,1210
T1720,Patrick,2022-05-21 07:00:00,CPU,120,64,600
T1721,Sienna,2022-05-22 05:00:00,GPU,150,8,455
T1722,Sienna,2022-05-25 08:00:00,GPU,125,128,1105
T1723,Thomas,2022-05-15 09:00:00,GPU,105,16,380
T1724,Richard,2022-05-16 15:00:00,GPU,65,128,415
T1725,Tyler,2022-05-17 02:00:00,CPU,90,16,760
T1726,Alford,2022-05-30 09:00:00,GPU,125,16,385
T1727,Rafael,2022-05-28 04:00:00,CPU,70,32,435
T1728,Edward,2022-05-22 20:00:00,GPU,105,64,305
T1729,Arthur,2022-05-16 07:00:00,GPU,100,128,315
T1730,Eric,2022-05-28 15:00:00,GPU,105,32,490
T1731,Arthur,2022-05-26 00:00:00,CPU,140,16,1155
T1732,Honey,2022-05-24 20:00:00,GPU,80,16,405
T1733,Lucas,2022-05-27 10:00:00,GPU,70,8,665
T1734,Tess,2022-05-30 23:00:00,CPU,55,64,670
T1735,Mary,2022-05-26 04:00:00,CPU,80,16,610
T1736,Blake,2022-05-16 05:00:00,CPU,90,16,645
T1737,Maddie,2022-05-27 10:00:00,GPU,135,32,315
T1738,John,2022-05-16 00:00:00,GPU,150,32,890
T1739,Henry,2022-05-20 08:00:00,CPU,75,128,900
T1740,Lucia,2022-05-21 07:00:00,CPU,135,16,955
T1741,Eleanor,2022-05-18 20:00:00,CPU,75,8,255
T1742,Thomas,2022-05-24 14:00:00,GPU,90,16,1070
T1743,Ellia,2022-05-20 04:00:00,CPU,85,32,910
T1744,Blake,2022-05-26 13:00:00,GPU,140,8,1030
T1745,Lucas,2022-05-30 17:00:00,GPU,80,8,665
T1746,Emma,2022-05-27 08:00:00,GPU,130,8,1090
T1747,Elise,2022-05-15 14:00:00,GPU,130,8,395
T1748,Julia,2022-05-19 03:00:00,CPU,125,16,940
T1749,Tess,2022-05-29 13:00:00,GPU,105,16,275
T1750,Sydney,2022-05-18 18:00:00,CPU,115,32,765
T1751,Richard,2022-05-21 12:00:00,GPU,75,8,1185
T1752,Nicholas,2022-05-20 23:00:00,GPU,100,32,820
T1753,Carlos,2022-05-25 15:00:00,GPU,60,64,490
T1754,Rosie,2022-05-17 00:00:00,CPU,125,8,515
T1755,Hailey,2022-05-15 17:00:00,CPU,80,64,535
T1756,Savana,2022-05-24 16:00:00,CPU,55,64,975
T1757,Daryl,2022-05-29 20:00:00,GPU,150,32,280
T1758,Arthur,2022-05-28 16:00:00,GPU,70,128,730
T1759,Samantha,2022-05-20 04:00:00,CPU,90,16,625
T1760,Kellan,2022-05-21 03:00:00,CPU,65,128,990
T1761,Maya,2022-05-17 01:00:00,GPU,60,128,410
T1762,Marcus,2022-05-29 01:00:00,CPU,90,128,430
T1763,Audrey,2022-05-15 01:00:00,CPU,80,32,460
T1764,Jordan,2022-05-15 13:00:00,GPU,95,64,430
T1765,Darcy,2022-05-23 11:00:00,CPU,125,16,865
T1766,Adele,2022-05-29 05:00:00,GPU,110,64,775
T1767,Rosie,2022-05-16 17:00:00,GPU,100,64,485
T1768,Charlie,2022-05-29 10:00:00,GPU,100,32,695
T1769,Lydia,2022-05-23 18:00:00,CPU,115,128,1095
T1770,Myra,2022-05-22 11:00:00,GPU,70,8,800
T1771,Thomas,2022-05-16 10:00:00,CPU,65,32,435
T1772,Lucia,2022-05-15 06:00:00,GPU,150,16,1040
T1773,Valeria,2022-05-30 09:00:00,GPU,105,128,305
T1774,Albert,2022-05-21 11:00:00,GPU,125,8,865
T1775,Daryl,2022-05-20 22:00:00,CPU,65,16,975
T1776,Alberta,2022-05-18 05:00:00,CPU,105,32,450
T1777,Oliver,2022-05-27 07:00:00,GPU,70,128,475
T1778,Sienna,2022-05-25 19:00:00,CPU,100,8,480
T1779,Stella,2022-05-19 02:00:00,GPU,125,128,495
T1780,Darcy,2022-05-21 03:00:00,CPU,100,16,490
T1781,Jacob,2022-05-24 09:00:00,GPU,140,16,585
T1782,Alen,2022-05-24 18:00:00,CPU,150,8,925
T1783,Elise,2022-05-28 00:00:00,CPU,55,32,415
T1784,David,2022-05-28 03:00:00,CPU,140,32,250
T1785,Paul,2022-05-22 08:00:00,GPU,150,8,330
T1786,Briony,2022-05-19 19:00:00,CPU,110,8,980
T1787,Sophia,2022-05-26 07:00:00,CPU,95,128,720
T1788,Arthur,2022-05-29 09:00:00,GPU,85,16,880
T1789,Sophia,2022-05-29 20:00:00,GPU,70,64,1210
T1790,Nicole,2022-05-25 05:00:00,CPU,100,64,455
T1791,Kellan,2022-05-29 09:00:00,CPU,105,32,845
T1792,Lucas,2022-05-21 13:00:00,CPU,80,64,795
T1793,Sam,2022-05-20 13:00:00,CPU,60,64,260
T1794,Oliver,2022-05-16 07:00:00,CPU,100,8,1220
T1795,Arthur,2022-05-21 00:00:00,CPU,130,16,1075
T1796,Richard,2022-05-30 15:00:00,GPU,120,32,520
T1797,Aston,2022-05-25 15:00:00,CPU,110,64,460
T1798,Natalie,2022-05-19 12:00:00,CPU,80,8,1180
T1799,Natalie,2022-05-23 08:00:00,GPU,50,128,970
T1800,Myra,2022-05-17 10:00:00,CPU,150,8,1070
T1801,Alen,2022-05-25 22:00:00,CPU,95,16,840
T1802,Julia,2022-05-18 10:00:00,CPU,95,64,1165
T1803,Camila,2022-05-21 03:00:00,GPU,145,64,710
T1804,Emily,2022-05-19 17:00:00,GPU,115,16,690
T1805,Alexander,2022-05-28 22:00:00,CPU,75,64,1245
T1806,Arthur,2022-05-31 13:00:00,CPU,115,32,740
T1807,Arthur,2022-05-15 14:00:00,GPU,135,32,595
T1808,Eleanor,2022-05-25 04:00:00,CPU,145,8,740
T1809,Madaline,2022-05-26 06:00:00,CPU,90,8,730
T1810,Julia,2022-05-17 17:00:00,CPU,70,16,825
T1811,Byron,2022-05-17 07:00:00,CPU,115,16,700
T1812,Aston,2022-05-23 01:00:00,GPU,110,16,1160
T1813,David,2022-05-18 06:00:00,GPU,60,16,320
T1814,Garry,2022-05-21 18:00:00,CPU,145,128,840
T1815,Kelvin,2022-05-27 02:00:00,GPU,120,16,1195
T1816,Sienna,2022-05-19 00:00:00,GPU,95,16,970
T1817,Alissa,2022-05-20 13:00:00,GPU,100,128,1015
T1818,Lucia,2022-05-29 18:00:00,GPU,90,64,1110
T1819,Byron,2022-05-28 15:00:00,GPU,110,64,420
T1820,Edwin,2022-05-16 05:00:00,GPU,75,8,575
T1821,Alfred,2022-05-22 16:00:00,GPU,135,16,1175
T1822,Kellan,2022-05-15 22:00:00,CPU,65,16,290
T1823,Rafael,2022-05-20 14:00:00,CPU,145,16,490
T1824,Arthur,2022-05-17 17:00:00,GPU,70,16,390
T1825,Julia,2022-05-22 15:00:00,CPU,100,16,280
T1826,Agata,2022-05-15 05:00:00,GPU,105,128,265
T1827,Jasmine,2022-05-26 18:00:00,CPU,95,16,595
T1828,Alexander,2022-05-16 23:00:00,GPU,120,64,580
T1829,Sophia,2022-05-24 20:00:00,CPU,50,8,430
T1830,Oliver,2022-05-21 14:00:00,CPU,135,128,565
T1831,Dexter,2022-05-21 04:00:00,GPU,100,32,1210
T1832,David,2022-05-24 00:00:00,CPU,120,32,290
T1833,Daryl,2022-05-24 14:00:00,GPU,85,16,295
T1834,Daisy,2022-05-16 09:00:00,GPU,65,16,515
T1835,Amanda,2022-05-21 07:00:00,CPU,75,64,480
T1836,Ryan,2022-05-26 10:00:00,CPU,150,128,920
T1837,Rubie,2022-05-17 11:00:00,GPU,135,16,1205
T1838,Kellan,2022-05-20 12:00:00,GPU,70,32,605
T1839,Lucia,2022-05-15 05:00:00,GPU,75,32,960
T1840,Kellan,2022-05-22 11:00:00,CPU,150,16,550
T1841,Robert,2022-05-22 21:00:00,GPU,100,64,460
T1842,Edwin,2022-05-31 01:00:00,CPU,145,16,765
T1843,Valeria,2022-05-21 04:00:00,GPU,110,8,465
T1844,Maddie,2022-05-18 10:00:00,GPU,50,64,1250
T1845,Byron,2022-05-20 04:00:00,CPU,80,16,1005
T1846,Mary,2022-05-23 13:00:00,CPU,80,16,1095
T1847,Camila,2022-05-25 19:00:00,GPU,125,128,1140
T1848,Julia,2022-05-21 12:00:00,CPU,140,128,1180
T1849,Charlie,2022-05-18 00:00:00,GPU,90,32,370
T1850,Carlos,2022-05-18 00:00:00,GPU,120,8,260
T1851,Kellan,2022-05-16 07:00:00,GPU,125,128,755
T1852,Alfred,2022-05-19 00:00:00,GPU,115,16,615
T1853,Briony,2022-05-15 12:00:00,GPU,70,8,850
T1854,Melanie,2022-05-28 19:00:00,GPU,65,64,880
T1855,Derek,2022-05-25 18:00:00,GPU,120,16,930
T1856,James,2022-05-31 17:00:00,GPU,60,32,1140
T1857,Kelsey,2022-05-30 13:00:00,GPU,105,8,910
T1858,Alissa,2022-05-23 02:00:00,GPU,140,32,530
T1859,Sam,2022-05-17 12:00:00,GPU,140,64,1000
T1860,Valeria,2022-05-31 16:00:00,GPU,135,128,945
T1861,Rosie,2022-05-31 19:00:00,GPU,65,16,740
T1862,Adele,2022-05-28 01:00:00,GPU,115,128,935
T1863,Kristian,2022-05-17 09:00:00,GPU,150,16,575
T1864,Michelle,2022-05-20 10:00:00,GPU,50,8,255
T1865,Eleanor,2022-05-29 02:00:00,GPU,65,128,1225
T1866,Briony,2022-05-26 10:00:00,GPU,60,8,330
T1867,Tyler,2022-05-29 20:00:00,CPU,110,16,630
T1868,Alan,2022-05-26 15:00:00,CPU,135,32,790
T1869,Sam,2022-05-16 11:00:00,GPU,65,16,985
T1870,Emily,2022-05-20 23:00:00,GPU,70,8,650
T1871,Hailey,2022-05-31 21:00:00,GPU,120,64,1130
T1872,Abigail,2022-05-21 10:00:00,CPU,100,8,1180
T1873,Arianna,2022-05-23 19:00:00,CPU,100,32,845
T1874,Caroline,2022-05-23 19:00:00,CPU,60,16,655
T1875,Samantha,2022-05-18 18:00:00,CPU,140,64,1170
T1876,Kelvin,2022-05-17 01:00:00,CPU,125,16,275
T1877,Nicholas,2022-05-21 05:00:00,GPU,70,8,310
T1878,Alan,2022-05-26 05:00:00,CPU,55,16,765
T1879,Rosie,2022-05-30 18:00:00,CPU,80,16,845
T1880,Kellan,2022-05-26 04:00:00,GPU,55,64,575
T1881,Albert,2022-05-30 15:00:00,GPU,85,64,970
T1882,Rosie,2022-05-19 18:00:00,CPU,55,16,285
T1883,David,2022-05-25 06:00:00,CPU,145,8,395
T1884,Alfred,2022-05-18 10:00:00,CPU,50,8,890
T1885,Fenton,2022-05-20 15:00:00,GPU,135,64,645
T1886,Aida,2022-05-29 07:00:00,CPU,80,8,380
T1887,Sienna,2022-05-21 11:00:00,CPU,80,128,925
T1888,Rafael,2022-05-25 10:00:00,CPU,110,64,1240
T1889,Sabrina,2022-05-24 10:00:00,CPU,55,128,1020
T1890,Natalie,2022-05-28 13:00:00,CPU,60,128,1225
T1891,Darcy,2022-05-31 19:00:00,GPU,100,8,925
T1892,Albert,2022-05-28 09:00:00,GPU,50,16,1085
T1893,Alexander,2022-05-15 11:00:00,CPU,65,32,540
T1894,Lucy,2022-05-29 05:00:00,CPU,65,64,840
T1895,Carlos,2022-05-27 06:00:00,GPU,55,8,485
T1896,Daisy,2022-05-25 22:00:00,CPU,50,32,1140
T1897,Tyler,2022-05-24 15:00:00,GPU,100,128,1230
T1898,Patrick,2022-05-24 14:00:00,CPU,50,64,715
T1899,Byron,2022-05-17 16:00:00,GPU,110,128,810
T1900,Stella,2022-05-21 13:00:00,GPU,55,128,1095
T1901,Richard,2022-05-17 16:00:00,GPU,70,8,635
T1902,Thomas,2022-05-21 03:00:00,CPU,85,16,535
T1903,Stella,2022-05-22 16:00:00,CPU,80,16,675
T1904,Sienna,2022-05-20 20:00:00,CPU,50,16,1220
T1905,Patrick,2022-05-16 05:00:00,CPU,135,8,1225
T1906,Jared,2022-05-29 10:00:00,GPU,95,8,1235
T1907,Madaline,2022-05-29 23:00:00,GPU,125,16,410
T1908,Darcy,2022-05-18 10:00:00,GPU,80,8,1115
T1909,Eleanor,2022-05-30 22:00:00,CPU,90,32,745
T1910,Alen,2022-05-16 13:00:00,GPU,130,8,1090
T1911,Lydia,2022-05-29 16:00:00,GPU,50,32,495
T1912,Aida,2022-05-19 10:00:00,GPU,100,16,675
T1913,Arthur,2022-05-19 20:00:00,CPU,125,64,300
T1914,Edgar,2022-05-28 04:00:00,CPU,145,32,1065
T1915,Albert,2022-05-29 19:00:00,CPU,105,32,965
T1916,Carlos,2022-05-24 15:00:00,GPU,130,8,340
T1917,Connie,2022-05-29 19:00:00,CPU,90,32,910
T1918,Byron,2022-05-23 22:00:00,GPU,145,32,835
T1919,David,2022-05-18 19:00:00,GPU,95,8,350
T1920,Tess,2022-05-18 07:00:00,CPU,55,128,710
T1921,Anna,2022-05-30 07:00:00,GPU,50,32,415
T1922,Kristian,2022-05-31 14:00:00,GPU,75,32,445
T1923,Alissa,2022-05-25 21:00:00,GPU,90,8,415
T1924,Darcy,2022-05-21 02:00:00,CPU,105,32,535
T1925,Edwin,2022-05-22 09:00:00,GPU,120,32,965
T1926,Wilson,2022-05-19 14:00:00,GPU,50,8,905
T1927,Vivian,2022-05-22 13:00:00,GPU,55,32,660
T1928,Fenton,2022-05-26 11:00:00,GPU,100,8,350
T1929,Sophia,2022-05-18 15:00:00,GPU,145,16,390
T1930,Abigail,2022-05-28 15:00:00,GPU,145,8,840
T1931,Rosie,2022-05-20 10:00:00,CPU,75,8,610
T1932,Darcy,2022-05-24 00:00:00,CPU,120,16,1100
T1933,Anna,2022-05-24 03:00:00,CPU,60,16,440
T1934,Julia,2022-05-18 00:00:00,GPU,110,32,315
T1935,Camila,2022-05-22 04:00:00,CPU,80,8,1095
T1936,Adele,2022-05-20 16:00:00,GPU,135,128,350
T1937,Hailey,2022-05-25 21:00:00,CPU,110,128,680
T1938,Maddie,2022-05-19 20:00:00,CPU,145,32,735
T1939,Arthur,2022-05-19 22:00:00,GPU,105,32,420
T1940,Jacob,2022-05-17 17:00:00,CPU,85,64,255
T1941,Hailey,2022-05-27 09:00:00,CPU,70,128,345
T1942,Alexander,2022-05-17 15:00:00,CPU,105,16,560
T1943,Jordan,2022-05-20 05:00:00,CPU,105,32,1155
T1944,Alford,2022-05-25 20:00:00,GPU,75,64,520
T1945,Darcy,2022-05-21 04:00:00,GPU,65,16,1125
T1946,Alexander,2022-05-31 08:00:00,CPU,100,8,285
T1947,Valeria,2022-05-24 07:00:00,CPU,130,32,1195
T1948,Richard,2022-05-27 06:00:00,GPU,150,8,480
T1949,Briony,2022-05-28 01:00:00,GPU,100,128,295
T1950,Alissa,2022-05-25 23:00:00,GPU,130,64,760
T1951,Lucas,2022-05-22 18:00:00,GPU,75,32,405
T1952,David,2022-05-30 21:00:00,GPU,55,8,360
T1953,Arianna,2022-05-28 13:00:00,CPU,75,64,535
T1954,Edgar,2022-05-22 15:00:00,GPU,50,16,985
T1955,Charlie,2022-05-28 20:00:00,GPU,110,16,420
T1956,Daryl,2022-05-30 21:00:00,CPU,135,128,1085
T1957,Sophia,2022-05-20 18:00:00,CPU,115,32,485
T1958,Daisy,2022-05-27 10:00:00,GPU,145,64,455
T1959,Honey,2022-05-23 02:00:00,CPU,70,32,465
T1960,Alfred,2022-05-29 10:00:00,CPU,90,16,315
T1961,Kellan,2022-05-23 23:00:00,CPU,120,32,495
T1962,John,2022-05-25 01:00:00,CPU,65,64,665
T1963,Madaline,2022-05-30 14:00:00,CPU,110,64,905
T1964,Adele,2022-05-22 17:00:00,CPU,50,64,615
T1965,Oliver,2022-05-15 01:00:00,CPU,60,8,1110
T1966,Eleanor,2022-05-26 09:00:00,GPU,50,128,1140
T1967,Elise,2022-05-27 18:00:00,GPU,145,32,1215
T1968,Valeria,2022-05-24 17:00:00,GPU,140,128,915
T1969,Carlos,2022-05-31 13:00:00,GPU,150,32,1095
T1970,Jasmine,2022-05-22 19:00:00,CPU,50,32,1220
T1971,Jenna,2022-05-31 08:00:00,CPU,105,16,1240
T1972,Mary,2022-05-29 11:00:00,CPU,120,32,425
T1973,Madaline,2022-05-19 18:00:00,GPU,145,16,335
T1974,Edgar,2022-05-22 10:00:00,CPU,60,64,1095
T1975,Vivian,2022-05-22 16:00:00,CPU,60,16,970
T1976,Harold,2022-05-25 15:00:00,CPU,105,8,675
T1977,Jasmine,2022-05-29 22:00:00,CPU,60,64,955
T1978,Alissa,2022-05-15 08:00:00,CPU,75,32,870
T1979,Sam,2022-05-15 17:00:00,GPU,120,16,1220
T1980,Arthur,2022-05-23 02:00:00,CPU,115,8,950
T1981,Briony,2022-05-29 21:00:00,GPU,70,64,970
T1982,Nicholas,2022-05-29 22:00:00,GPU,130,128,280
T1983,Julia,2022-05-29 17:00:00,CPU,105,32,355
T1984,Kelvin,2022-05-29 06:00:00,CPU,50,128,600
T1985,Rafael,2022-05-21 06:00:00,CPU,140,128,580
T1986,Agata,2022-05-26 00:00:00,GPU,125,128,315
